dataset,size,num_samples,prompt,n_shots,model,base_method,cal_method,split,norm_error_rate:values,norm_error_rate,norm_error_rate:mean,norm_error_rate:median,norm_error_rate:std,norm_error_rate:Q1,norm_error_rate:Q3,norm_cross_entropy:values,norm_cross_entropy,norm_cross_entropy:mean,norm_cross_entropy:median,norm_cross_entropy:std,norm_cross_entropy:Q1,norm_cross_entropy:Q3,ece:values,ece,ece:mean,ece:median,ece:std,ece:Q1,ece:Q3,cal_loss_bias:values,cal_loss_bias,cal_loss_bias:mean,cal_loss_bias:median,cal_loss_bias:std,cal_loss_bias:Q1,cal_loss_bias:Q3,norm_min_calibration_bias:values,norm_min_calibration_bias,norm_min_calibration_bias:mean,norm_min_calibration_bias:median,norm_min_calibration_bias:std,norm_min_calibration_bias:Q1,norm_min_calibration_bias:Q3
sst2,32,64,basic_sst2_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,[0.3317757  0.25934579 0.20093458 0.27102804 0.18224299],0.249 ± 0.053,0.24906542056074765,0.2593457943925233,0.05331200260542675,0.20093457943925236,0.2710280373831776,[0.52049163 0.4483971  0.37527198 0.44078618 0.32503414],0.422 ± 0.067,0.42199620660610576,0.44078617997442965,0.06683743643743653,0.37527198336023454,0.448397099903442,[0.02685534 0.05183223 0.06088476 0.02977762 0.01338355],0.037 ± 0.017,0.036546699708187726,0.0297776213290541,0.017333570255131374,0.02685533940538378,0.051832230281460306,[15.193589  13.3634    15.067883  19.054447   4.0646887],13.349 ± 5.002,13.348801,15.067883,5.0021563,13.36340045928955,15.193589210510254,[0.4467259  0.39274213 0.32179362 0.3607574  0.31503713],0.367 ± 0.049,0.3674112,0.3607574,0.048581395,0.3217936158180237,0.3927421271800995
sst2,32,64,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,[0.34813084 0.3364486  0.3364486  0.30373832 0.37850467],0.341 ± 0.024,0.3406542056074766,0.33644859813084116,0.024027962863892412,0.33644859813084116,0.34813084112149534,[0.57113504 0.54156762 0.6209545  0.50554739 0.58834991],0.566 ± 0.039,0.5655108932882154,0.571135039713634,0.039487079102413385,0.541567618328157,0.588349912351515,[0.05156061 0.02163992 0.07218102 0.01499388 0.04437923],0.041 ± 0.021,0.04095092979492629,0.04437923011474351,0.02071869183856788,0.021639916903317517,0.051560605963500025,[11.877421   7.383509  19.22421    0.4447121 14.747856 ],10.736 ± 6.428,10.735542,11.877421,6.4280224,7.383509159088135,14.747856140136719,[0.5066714  0.5049214  0.50492024 0.5066719  0.50492126],0.506 ± 0.001,0.50562125,0.5049214,0.0008576682,0.5049212574958801,0.5066714286804199
sst2,32,64,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,mahalanobis,test,[0.34813084 0.32476636 0.37616822 0.31542056 0.51635514],0.376 ± 0.073,0.3761682242990654,0.34813084112149534,0.07317225843388181,0.32476635514018687,0.37616822429906543,[0.56147195 2.04111338 2.52713577 2.35537291 1.03136458],1.703 ± 0.771,1.7032917187081096,2.0411133825383394,0.7711408222761588,1.0313645831648257,2.355372907831548,[0.04909861 0.08629793 0.09444751 0.06990627 0.10165681],0.080 ± 0.019,0.08028142810869102,0.08629793451506432,0.018835049150075268,0.06990626866477073,0.09444751174372337,[ 9.014254 70.08423  76.19094  71.99067  36.256016],52.707 ± 26.096,52.707222,70.08423,26.096033,36.25601577758789,71.99066925048828,[0.513384   0.63809156 0.62985873 0.70457137 0.69901705],0.637 ± 0.069,0.6369845,0.63809156,0.06891315,0.6298587322235107,0.6990170478820801
sst2,32,64,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,[0.31775701 0.31775701 0.31775701 0.31775701 0.31775701],0.318 ± 0.000,0.31775700934579443,0.31775700934579443,0.0,0.31775700934579443,0.31775700934579443,[0.68321071 0.68246029 0.68246029 0.68321071 0.68246029],0.683 ± 0.000,0.6827604532693797,0.6824602852244503,0.0003676292735829292,0.6824602852244503,0.6832107053367739,[0.17495928 0.17700146 0.17700146 0.17495928 0.17700146],0.176 ± 0.001,0.17618459102109169,0.17700146444396994,0.0010004615352462028,0.17495928088677437,0.17700146444396994,[26.333214 26.50398  26.50398  26.333214 26.50398 ],26.436 ± 0.084,26.435675,26.50398,0.08365832,26.333213806152344,26.50398063659668,[0.50667155 0.50492185 0.50492185 0.50667155 0.50492185],0.506 ± 0.001,0.50562173,0.50492185,0.0008571716,0.5049218535423279,0.5066715478897095
sst2,32,64,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,[0.31775701 0.31542056 0.32943925 0.31775701 0.30373832],0.317 ± 0.008,0.3168224299065421,0.31775700934579443,0.008174231628287818,0.3154205607476635,0.31775700934579443,[0.68319829 0.6818415  0.68259107 0.68281554 0.68211807],0.683 ± 0.000,0.682512895273521,0.6825910702871778,0.00048458925954971777,0.6821180670970458,0.6828155422466327,[0.18013303 0.18185477 0.17397669 0.18061571 0.18919522],0.181 ± 0.005,0.18115508288975074,0.18061571131795665,0.004857946229774659,0.18013302743931575,0.18185476641790177,[26.331884 26.437319 26.518095 26.290617 26.467133],26.409 ± 0.085,26.409008,26.437319,0.084905155,26.331884384155273,26.467132568359375,[0.50667167 0.5049215  0.50492173 0.506671   0.5049215 ],0.506 ± 0.001,0.50562143,0.50492173,0.00085720577,0.5049214959144592,0.5066710114479065
sst2,32,64,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,[0.31775701 0.31775701 0.31775701 0.31775701 0.31775701],0.318 ± 0.000,0.31775700934579443,0.31775700934579443,0.0,0.31775700934579443,0.31775700934579443,[0.51673792 0.5203588  0.51405976 0.53014603 0.61608216],0.539 ± 0.039,0.5394769332493231,0.5203587992188152,0.038688564447513646,0.5167379166596877,0.5301460325416985,[0.02593389 0.02880519 0.00925272 0.05341888 0.12920376],0.049 ± 0.042,0.049322888392792766,0.028805194926980065,0.04235887290830092,0.02593388790662647,0.053418878427146974,[ 2.6006758  3.6086254  2.427513   5.0640993 18.585333 ],6.457 ± 6.136,6.4572496,3.6086254,6.136088,2.6006758213043213,5.064099311828613,[0.5066709  0.5049215  0.50492126 0.5066719  0.50492144],0.506 ± 0.001,0.5056214,0.5049215,0.0008573226,0.5049214363098145,0.5066708922386169
banking77,1,77,basic_banking77_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,[0.54205298 0.62715232 0.59470199 0.60629139 0.56423841],0.587 ± 0.030,0.586887417218543,0.5947019867549669,0.030271928118864228,0.5642384105960264,0.6062913907284768,[0.70603553 0.64128881 0.64400632 0.61064395 0.613207  ],0.643 ± 0.034,0.6430363208923446,0.6412888073604154,0.03438589591910779,0.6132070034332665,0.6440063181422339,[0.26185374 0.19644902 0.20829766 0.15651064 0.03307676],0.171 ± 0.077,0.17123756138920268,0.1964490170864193,0.07684484412515384,0.1565106381143943,0.2082976570360696,[59.05071  57.59008  53.030735 52.40181  55.803917],55.575 ± 2.559,55.57545,55.803917,2.5587466,53.03073501586914,57.59008026123047,[0.2921963  0.27539906 0.30544764 0.29385385 0.27458888],0.288 ± 0.012,0.28829712,0.2921963,0.011785558,0.2753990590572357,0.29385384917259216
banking77,1,77,basic_banking77_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,[0.63708609 0.67748344 0.67913907 0.64370861 0.65430464],0.658 ± 0.017,0.6583443708609271,0.6543046357615894,0.01721140962780954,0.6437086092715232,0.6774834437086092,[1.01556663 0.98524847 1.07021173 1.05007512 0.94642166],1.014 ± 0.044,1.0135047228488476,1.0155666345025391,0.044397933721236266,0.9852484731368079,1.050075119572023,[0.28209662 0.31570382 0.3399692  0.32643248 0.29483377],0.312 ± 0.021,0.3118071792579051,0.31570382007000725,0.020942764673935122,0.2948337742007102,0.32643248299088234,[71.53151  72.3958   71.73594  72.32051  71.364395],71.870 ± 0.417,71.86963,71.73594,0.41655904,71.53150939941406,72.32051086425781,[0.29219607 0.2753989  0.30544758 0.29385415 0.2745888 ],0.288 ± 0.012,0.28829712,0.29219607,0.011785606,0.2753989100456238,0.29385414719581604
banking77,1,77,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,[0.59735099 0.60927152 0.58311258 0.53245033 0.58708609],0.582 ± 0.026,0.5818543046357616,0.5870860927152317,0.026311817510638193,0.583112582781457,0.5973509933774834,[0.68675729 0.64415955 0.62456773 0.57807213 0.65604209],0.638 ± 0.036,0.6379197579179714,0.644159551085153,0.03609009213777631,0.6245677252177265,0.6560420890109474,[0.06134038 0.12255977 0.12452825 0.14654323 0.0308212 ],0.097 ± 0.044,0.09715856627654887,0.1225597676621358,0.04362741098236367,0.061340377557657706,0.1245282542962247,[47.95343  44.460464 42.71827  38.131886 45.466442],43.746 ± 3.279,43.7461,44.460464,3.2786386,42.71826934814453,45.4664421081543,[0.36040494 0.3607288  0.3607289  0.36063895 0.3607288 ],0.361 ± 0.000,0.36064607,0.3607288,0.00012549332,0.36063894629478455,0.36072880029678345
banking77,1,77,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,mahalanobis,test,[0.98410596 0.99834437 1.00827815 0.99370861 1.00728477],0.998 ± 0.009,0.9983443708609272,0.9983443708609271,0.008975892257260906,0.993708609271523,1.0072847682119206,"[1.92438369e+15 2.17906701e+15 1.81474262e+15 1.79598059e+15
 1.87373450e+15]",1917581681888566.000 ± 138351808692545.734,1917581681888566.0,1873734499213685.2,138351808692545.73,1814742621475620.2,1924383693522505.8,[0.         0.00064935 0.0006491  0.00032468 0.        ],0.000 ± 0.000,0.00032462617653750527,0.0003246753246751321,0.00029034350078725263,0.0,0.000649104908661752,[ 99.99999  100.       100.        99.999985 100.      ],100.000 ± 0.000,100.0,100.0,7.6293945e-06,99.99999237060547,100.0,[1.4110131e+05 5.3815006e+05 2.2637345e+09 2.0977994e+05 1.1426832e+05],452947520.000 ± 905393536.000,452947520.0,209779.94,905393540.0,141101.3125,538150.0625
banking77,1,77,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,[0.88344371 0.88145695 0.88145695 0.88178808 0.88145695],0.882 ± 0.001,0.8819205298013244,0.8814569536423841,0.0007723115092510191,0.8814569536423841,0.8817880794701987,[1.78268975 1.78291672 1.78291672 1.78229838 1.78291672],1.783 ± 0.000,1.7827476592642388,1.7829167235178198,0.00024122924427849785,1.7826897505529773,1.7829167235178198,[0.4889652  0.48706296 0.48706296 0.48780516 0.48706296],0.488 ± 0.001,0.4875918490645045,0.48706296254521886,0.0007444136210891588,0.48706296254521886,0.48780515683126424,[79.94976 79.93373 79.93373 79.93364 79.93373],79.937 ± 0.006,79.93691,79.93373,0.0064209993,79.93373107910156,79.93373107910156,[0.360405   0.36072904 0.36072904 0.36063856 0.36072904],0.361 ± 0.000,0.36064616,0.36072904,0.00012555756,0.3606385588645935,0.36072903871536255
banking77,1,77,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,[0.61821192 0.60562914 0.58940397 0.5602649  0.62251656],0.599 ± 0.023,0.599205298013245,0.6056291390728477,0.022620135737120472,0.5894039735099338,0.6182119205298012,[0.83550827 0.68975846 0.70588146 0.66588932 0.84650731],0.749 ± 0.077,0.7487089657122842,0.7058814621039531,0.07650762973276766,0.6897584588139035,0.8355082741219609,[0.1403533  0.12921421 0.10362032 0.07709942 0.15126251],0.120 ± 0.027,0.12030995149303148,0.12921420703849928,0.026776019240173574,0.1036203201530452,0.14035330086519499,[57.21963  48.132126 49.316822 46.291035 57.736576],51.739 ± 4.787,51.73924,49.316822,4.7867537,48.13212585449219,57.21963119506836,[0.36040467 0.36072892 0.3607289  0.36063895 0.3607288 ],0.361 ± 0.000,0.36064607,0.3607288,0.00012561213,0.36063894629478455,0.3607288897037506
banking77,1,77,basic_banking77_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,[0.88344371 0.88145695 0.88145695 0.88178808 0.88145695],0.882 ± 0.001,0.8819205298013244,0.8814569536423841,0.0007723115092510191,0.8814569536423841,0.8817880794701987,[0.89543437 0.89792097 0.89514559 0.89502135 0.89874396],0.896 ± 0.002,0.8964532468908611,0.8954343696109814,0.0015620470721091607,0.8951455901223253,0.8979209661082389,[0.04367189 0.07100079 0.05127581 0.05282783 0.04584881],0.053 ± 0.010,0.052925028541854845,0.05127581492483368,0.009645268215590167,0.04584880772278486,0.05282783338121363,[60.082687 60.156513 60.03298  60.040928 60.193   ],60.101 ± 0.063,60.10122,60.082687,0.06342885,60.04092788696289,60.15651321411133,[0.36040482 0.36072898 0.36072877 0.36063892 0.3607289 ],0.361 ± 0.000,0.36064607,0.36072877,0.00012555913,0.36063891649246216,0.3607288897037506
dbpedia,4,56,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,[0.19473848 0.16920922 0.2135741  0.14430262 0.16905355],0.178 ± 0.024,0.1781755915317559,0.16920921544209214,0.02382590849981897,0.1690535491905355,0.1947384806973848,[5.51431914 0.65083344 0.43972454 0.40535364 1.23748781],1.650 ± 1.955,1.6495437120304555,0.6508334364475626,1.9552684080981013,0.43972453982214066,1.237487808361992,[0.15931124 0.12783376 0.08174804 0.10976202 0.11484591],0.119 ± 0.025,0.11870019382366433,0.11484590750143249,0.025270092066975225,0.10976202068113187,0.127833758520599,"[-2.4391906e+07  9.0015671e+01  8.7019196e+01  8.4985741e+01
  9.5039925e+01]",-4878309.500 ± 9756798.000,-4878309.5,87.019196,9756798.0,84.9857406616211,90.01567077636719,[       nan 0.06546136 0.05744572 0.06136337 0.06199571],nan ± nan,,,,,
dbpedia,4,56,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,[0.26696762 0.26618929 0.29903487 0.23832503 0.20221046],0.255 ± 0.032,0.2545454545454545,0.2661892901618929,0.03246921885889979,0.23832503113325032,0.2669676214196762,[0.7598565  0.57890134 0.77781326 0.67792192 0.62174132],0.683 ± 0.077,0.6832468703843073,0.6779219188689534,0.07682592640935722,0.6217413240398647,0.7598565044215575,[0.10532201 0.10730753 0.1285576  0.04268441 0.07982305],0.093 ± 0.029,0.09273891988092778,0.10532200588454396,0.02941370388712498,0.0798230524300338,0.1073075311228647,[92.401085 88.77504  92.66151  91.02244  90.12768 ],90.998 ± 1.445,90.99754,91.02244,1.4446807,90.12767791748047,92.40108489990234,[0.0583742  0.06546142 0.05744569 0.06136313 0.06199493],0.061 ± 0.003,0.060927875,0.061363127,0.002847031,0.058374203741550446,0.06199492886662483
dbpedia,4,56,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,[0.15784558 0.21793275 0.1867995  0.21544209 0.16998755],0.190 ± 0.024,0.18960149439601495,0.18679950186799502,0.02396411034904575,0.16998754669987548,0.21544209215442092,[0.17336527 0.26285008 0.26093299 0.21488998 0.18690041],0.220 ± 0.037,0.21978774487721534,0.21488997547924624,0.03689961351943492,0.18690040552904172,0.26093299104274925,[0.012881   0.06706466 0.05201864 0.02753932 0.0400843 ],0.040 ± 0.019,0.0399175816003811,0.04008429926904765,0.018802261941883384,0.027539319123602714,0.052018637860006586,[ 8.861531 40.036762 39.596214 26.65392  15.461686],26.122 ± 12.546,26.12202,26.65392,12.546107,15.461686134338379,39.596214294433594,[0.15854679 0.15815671 0.15815687 0.15815663 0.15854645],0.158 ± 0.000,0.1583127,0.15815687,0.00019100217,0.15815670788288116,0.15854644775390625
dbpedia,4,56,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,[0.4008406  0.40068493 0.40068493 0.40068493 0.4008406 ],0.401 ± 0.000,0.400747198007472,0.4006849315068493,7.626057729713766e-05,0.4006849315068493,0.400840597758406,[1.36678168 1.36609904 1.36609904 1.36609904 1.36678168],1.366 ± 0.000,1.3663720964555908,1.3660990379522673,0.0003344270015354123,1.3660990379522673,1.3667816842105762,[0.09106288 0.0906789  0.0906789  0.0906789  0.09106288],0.091 ± 0.000,0.09083249083896586,0.09067889710862874,0.0001881131335082842,0.09067889710862874,0.09106288143447153,[88.43981 88.46252 88.46252 88.46252 88.43981],88.453 ± 0.011,88.45344,88.46252,0.011123172,88.43981170654297,88.46251678466797,[0.15854624 0.15815608 0.15815608 0.15815608 0.15854624],0.158 ± 0.000,0.15831216,0.15815608,0.00019113717,0.15815608203411102,0.15854623913764954
dbpedia,4,56,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,[0.18072852 0.21014944 0.18321918 0.24252802 0.17543587],0.198 ± 0.025,0.19841220423412204,0.1832191780821918,0.025121388616253855,0.1807285180572852,0.2101494396014944,[0.24478202 0.40179153 0.25831465 0.26390349 0.24433879],0.283 ± 0.060,0.282626094307217,0.25831464593641307,0.06006675480979573,0.24478202083165518,0.2639034856729245,[0.1475173  0.12428151 0.15479066 0.11472828 0.17340293],0.143 ± 0.021,0.1429441372627493,0.1475172986446245,0.021134901384204027,0.12428151241474253,0.15479066296853788,[35.45176  60.772324 38.983925 40.276115 35.334694],42.164 ± 9.504,42.163765,38.983925,9.504107,35.451759338378906,40.27611541748047,[0.15854648 0.1581565  0.15815677 0.15815642 0.15854645],0.158 ± 0.000,0.15831251,0.15815677,0.00019101067,0.15815649926662445,0.15854644775390625
dbpedia,4,56,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,[0.4008406  0.40068493 0.40068493 0.40068493 0.4008406 ],0.401 ± 0.000,0.400747198007472,0.4006849315068493,7.626057729713766e-05,0.4006849315068493,0.400840597758406,[0.95467756 0.88684453 0.95961733 0.87680401 0.90668605],0.917 ± 0.034,0.9169258976108969,0.906686050758892,0.03425567446344901,0.8868445318827952,0.9546775633158829,[0.23273472 0.34566867 0.23001785 0.3527056  0.30719864],0.294 ± 0.053,0.29366509489824083,0.30719863731908803,0.0531729096376456,0.23273471711843982,0.34566866607133745,[83.449646 82.227615 83.57539  82.02409  82.57363 ],82.770 ± 0.632,82.77007,82.57363,0.6324074,82.22761535644531,83.44964599609375,[0.15854686 0.15815663 0.1581567  0.15815653 0.15854655],0.158 ± 0.000,0.15831265,0.1581567,0.00019110435,0.1581566333770752,0.1585465520620346
dbpedia,8,112,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,[0.08546077 0.10725405 0.09184309 0.14663761 0.09760274],0.106 ± 0.022,0.10575965130759653,0.0976027397260274,0.021658675249874474,0.09184308841843088,0.10725404732254049,[0.08776767 0.15754037 0.10477028 0.23623987 0.09608169],0.136 ± 0.056,0.13647997588178018,0.10477027676655355,0.05550854300582072,0.0960816861609405,0.1575403745081497,[0.01957405 0.01087726 0.03143554 0.0748699  0.01579153],0.031 ± 0.023,0.03050965307751815,0.019574046852525385,0.0231962520922641,0.015791525439512757,0.03143553519173753,[43.75883 75.01852 59.81977 74.35113 56.55064],61.900 ± 11.740,61.899773,59.81977,11.740282,56.55064010620117,74.35112762451172,[0.04996054 0.04028505 0.04276953 0.06140703 0.04250472],0.047 ± 0.008,0.047385376,0.04276953,0.0077301976,0.04250472038984299,0.049960535019636154
dbpedia,8,112,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,[0.1388543  0.19940847 0.15644458 0.16251557 0.11628269],0.155 ± 0.028,0.1547011207970112,0.15644458281444584,0.027531617513674198,0.13885429638854296,0.16251556662515565,[0.16953334 0.26213377 0.21472849 0.32737919 0.11137612],0.217 ± 0.074,0.21703018203882635,0.21472848746198275,0.0743441530360422,0.1695333411945192,0.2621337656277437,[0.03109361 0.04966764 0.02482885 0.03634475 0.02025093],0.032 ± 0.010,0.03243715852555334,0.03109361394348664,0.01020151404827392,0.024828852417272014,0.036344751023304527,[70.88385 84.98632 80.39526 81.49153 62.51721],76.055 ± 8.224,76.05483,80.39526,8.224049,70.88385009765625,81.49153137207031,[0.0499604  0.04028524 0.04276969 0.06140711 0.04250476],0.047 ± 0.008,0.04738544,0.042769693,0.0077301557,0.04250475764274597,0.04996040090918541
dbpedia,8,112,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,[0.16967621 0.17014321 0.1489726  0.14694894 0.15193026],0.158 ± 0.010,0.15753424657534248,0.1519302615193026,0.010229061429605642,0.148972602739726,0.16967621419676215,[0.1864548  0.18921555 0.17655578 0.16711088 0.17511722],0.179 ± 0.008,0.17889084600433788,0.176555781816245,0.008028365140331945,0.17511721934059576,0.18645479649842758,[0.04614769 0.04931424 0.06406137 0.0218834  0.0512588 ],0.047 ± 0.014,0.046533099637710365,0.04931424077119042,0.013748189542669024,0.04614769220525826,0.05125880101479978,[15.468292  16.496082  10.728843   5.4505343  9.995485 ],11.628 ± 4.002,11.627848,10.728843,4.002018,9.995485305786133,15.468292236328125,[0.15815651 0.15854646 0.1581566  0.1585467  0.15815665],0.158 ± 0.000,0.15831259,0.15815665,0.00019105688,0.1581566035747528,0.15854646265506744
dbpedia,8,112,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,mahalanobis,test,[0.90986924 0.79778954 1.01136364 0.82830012 1.01618929],0.913 ± 0.090,0.9127023661270236,0.9098692403486923,0.09031092122730379,0.8283001245330013,1.0113636363636365,"[9.66290350e-01 2.90298189e+03 1.77999496e+02 7.39819238e+11
 4.41244230e+01]",147963848141.500 ± 295927694719.965,147963848141.5005,177.99949555249796,295927694719.96497,44.12442302265536,2902.9818889852654,[0.08054315 0.64042544 0.11777408 0.36230167 0.02332352],0.245 ± 0.229,0.24487357395439885,0.1177740796212325,0.22912609436167194,0.08054314966902797,0.36230167424109344,"[ 4.4104972e+00 -1.8579909e+13 -3.4165097e+13 -2.9807731e+09
 -3.4538510e+13]",-17457300373504.000 ± 15372631670784.000,-17457300000000.0,-18579910000000.0,15372632000000.0,-34165097496576.0,-2980773120.0,[9.2377687e-01 1.9510821e+11           nan           nan           nan],nan ± nan,,,,,
dbpedia,8,112,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,[0.40068493 0.4008406  0.40068493 0.4008406  0.40068493],0.401 ± 0.000,0.400747198007472,0.4006849315068493,7.626057729713764e-05,0.4006849315068493,0.400840597758406,[1.36609904 1.36678168 1.36609904 1.36678168 1.36609904],1.366 ± 0.000,1.3663720964555908,1.3660990379522673,0.0003344270015354123,1.3660990379522673,1.3667816842105762,[0.0906789  0.09106288 0.0906789  0.09106288 0.0906789 ],0.091 ± 0.000,0.09083249083896586,0.09067889710862874,0.0001881131335082842,0.09067889710862874,0.09106288143447153,[88.46252 88.43981 88.46252 88.43981 88.46252],88.453 ± 0.011,88.45344,88.46252,0.011123172,88.43981170654297,88.46251678466797,[0.15815608 0.15854624 0.15815608 0.15854624 0.15815608],0.158 ± 0.000,0.15831214,0.15815608,0.00019113717,0.15815608203411102,0.15854623913764954
dbpedia,8,112,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,[0.16547323 0.15737858 0.14617061 0.15722291 0.16018057],0.157 ± 0.006,0.15728518057285182,0.15737858032378582,0.006308306421874937,0.15722291407222916,0.16018057285180573,[0.22699286 0.23975688 0.22844092 0.22868496 0.23046532],0.231 ± 0.005,0.23086818768763245,0.22868495859200394,0.0045792464894406385,0.22844092391611145,0.2304653170131501,[0.16631148 0.21329743 0.19727851 0.18063685 0.17720236],0.187 ± 0.017,0.18694532722188884,0.18063685499794357,0.016502642400334607,0.17720236170519804,0.19727851134240235,[30.564568 34.09883  31.004715 30.908257 31.61079 ],31.637 ± 1.276,31.637432,31.004715,1.2761083,30.90825653076172,31.610790252685547,[0.15815665 0.15854643 0.15815645 0.15854654 0.15815657],0.158 ± 0.000,0.15831253,0.15815665,0.00019102402,0.15815657377243042,0.15854643285274506
dbpedia,8,112,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,[0.40068493 0.4008406  0.40068493 0.4008406  0.40068493],0.401 ± 0.000,0.400747198007472,0.4006849315068493,7.626057729713764e-05,0.4006849315068493,0.400840597758406,[0.87708133 0.86894475 0.86843432 0.87191499 0.88818784],0.875 ± 0.007,0.8749126457975622,0.8719149880637542,0.007314429292474435,0.8689447492729327,0.8770813282359753,[0.35171901 0.42306963 0.40302766 0.3755439  0.4866046 ],0.408 ± 0.046,0.4079929589423494,0.40302765936138385,0.04615506257175493,0.37554389912014396,0.423069629867702,[82.029785 81.81674  81.850845 81.87868  82.2545  ],81.966 ± 0.162,81.96611,81.87868,0.16153347,81.85084533691406,82.02978515625,[0.15815663 0.1585465  0.15815641 0.15854639 0.1581566 ],0.158 ± 0.000,0.15831251,0.15815663,0.00019101065,0.1581566035747528,0.15854638814926147
dbpedia,2,28,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,[0.30292653 0.30090286 0.33141345 0.22353674 0.24221669],0.280 ± 0.041,0.28019925280199254,0.3009028642590286,0.04054966916300531,0.24221668742216687,0.3029265255292653,[1.37716644 0.48301786 2.12149121 0.21564876 0.83232744],1.006 ± 0.680,1.0059303420561299,0.8323274437999055,0.6797665318683241,0.48301785976795875,1.3771664371995855,[0.19772641 0.14846092 0.26249238 0.0325623  0.06705741],0.142 ± 0.084,0.141659884960485,0.1484609236910938,0.08397382093226512,0.06705741496432491,0.1977264125652698,[93.05039  85.2026   95.11588  61.443283 90.86007 ],85.134 ± 12.299,85.134445,90.86007,12.299187,85.20259857177734,93.0503921508789,[0.09597725 0.07206389 0.10419003 0.08351288 0.07655986],0.086 ± 0.012,0.086460784,0.08351288,0.011990646,0.07655986398458481,0.09597724676132202
dbpedia,2,28,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,[0.33530511 0.28953923 0.30993151 0.19442715 0.24081569],0.274 ± 0.050,0.27400373599003736,0.2895392278953923,0.050445800260715976,0.2408156911581569,0.3099315068493151,[0.93273268 0.72621836 0.64849301 0.82755993 0.78935989],0.785 ± 0.096,0.7848727712428331,0.7893598888910093,0.09565004854835996,0.7262183607992929,0.8275599250164979,[0.15606485 0.11076298 0.125559   0.07152676 0.05363825],0.104 ± 0.037,0.10351036853511482,0.11076297848879313,0.03690771209214219,0.07152675559952358,0.1255590025307743,[89.739    90.15804  84.02203  89.952736 90.36255 ],88.847 ± 2.421,88.84687,89.952736,2.4213357,89.73899841308594,90.15804290771484,[0.09597727 0.07206378 0.10418995 0.08351306 0.07655983],0.086 ± 0.012,0.086460784,0.08351306,0.011990652,0.07655982673168182,0.09597726911306381
dbpedia,2,28,basic_dbpedia_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,[0.32409714 0.31724782 0.20765878 0.33795143 0.30339352],0.298 ± 0.047,0.29806973848069734,0.3172478206724782,0.04655804531600581,0.30339352428393523,0.3240971357409714,[0.40559665 0.45492061 0.22716536 0.39435199 0.39226154],0.375 ± 0.077,0.3748592295573193,0.39435199338848603,0.07726694043820331,0.3922615418380052,0.40559664714742216,[0.05797678 0.09481028 0.02283232 0.09798059 0.09661626],0.074 ± 0.030,0.07404324517762048,0.09481027950765523,0.02964623743042036,0.05797678163326672,0.09661625876391855,[61.140358 65.35364  30.446068 59.93365  59.819298],55.339 ± 12.608,55.338604,59.93365,12.60786,59.819297790527344,61.140357971191406,[0.1581565  0.1581567  0.15854691 0.15854637 0.15815653],0.158 ± 0.000,0.1583126,0.1581567,0.00019109345,0.15815652906894684,0.15854637324810028
