dataset,size,num_samples,prompt,n_shots,model,base_method,cal_method,split,norm_error_rate:values,norm_error_rate,norm_error_rate:mean,norm_error_rate:median,norm_error_rate:std,norm_error_rate:Q1,norm_error_rate:Q3,norm_cross_entropy:values,norm_cross_entropy,norm_cross_entropy:mean,norm_cross_entropy:median,norm_cross_entropy:std,norm_cross_entropy:Q1,norm_cross_entropy:Q3,ece:values,ece,ece:mean,ece:median,ece:std,ece:Q1,ece:Q3,cal_loss_bias:values,cal_loss_bias,cal_loss_bias:mean,cal_loss_bias:median,cal_loss_bias:std,cal_loss_bias:Q1,cal_loss_bias:Q3,norm_min_calibration_bias:values,norm_min_calibration_bias,norm_min_calibration_bias:mean,norm_min_calibration_bias:median,norm_min_calibration_bias:std,norm_min_calibration_bias:Q1,norm_min_calibration_bias:Q3
20newsgroups,4,80,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,[0.51058461 0.44721716 0.48801346 0.46824618 0.4636198 ],0.476 ± 0.022,0.47553624001121547,0.46824617972802474,0.021822859292309302,0.4636197953175382,0.4880134585728305,[0.52933541 0.49854186 0.53811496 0.50208696 0.49596515],0.513 ± 0.017,0.5128088679544549,0.5020869555325541,0.01741116053127524,0.4985418617706526,0.5293354129619666,[0.11589616 0.06705115 0.1131205  0.07319623 0.0598418 ],0.086 ± 0.024,0.08582116747325799,0.07319622932046754,0.023817593294710816,0.06705114659678608,0.11312049967960636,[17.146482 12.02888  18.527164 12.650008 11.60314 ],14.391 ± 2.866,14.391134,12.650008,2.866474,12.02888011932373,17.146482467651367,[0.4385719  0.43857187 0.43841642 0.43857187 0.43841648],0.439 ± 0.000,0.4385097,0.43857187,7.614437e-05,0.4384164810180664,0.43857187032699585
20newsgroups,4,80,basic_20newsgroups_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,[0.60479462 0.60479462 0.60409365 0.60479462 0.60409365],0.605 ± 0.000,0.6045142296368989,0.6047946165708677,0.00034340245938354247,0.6040936492359457,0.6047946165708677,[0.67796198 0.67750611 0.67896684 0.67960107 0.67758064],0.678 ± 0.001,0.67832332851284,0.6779619819817644,0.0008242263300522217,0.6775806376415808,0.6789668433464208,[0.03809941 0.0396835  0.03630579 0.04012353 0.06828997],0.045 ± 0.012,0.044500439170168236,0.03968349808578715,0.011970191759492292,0.03809941477470679,0.04012352528465416,[35.310104 35.26657  35.428722 35.46612  35.296635],35.354 ± 0.079,35.35363,35.310104,0.0787597,35.296634674072266,35.4287223815918,[0.43857187 0.43857187 0.43841648 0.43857187 0.43841636],0.439 ± 0.000,0.43850964,0.43857187,7.615413e-05,0.4384164810180664,0.43857187032699585
sst2,8,16,basic_sst2_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,"[1.         0.45560748 0.3411215  0.35981308 0.37383178 0.2546729
 0.9953271  0.4135514  0.38317757 0.55373832]",0.513 ± 0.253,0.5130841121495326,0.39836448598130847,0.25310371409062815,0.36331775700934577,0.5292056074766355,"[8.15533609 2.14346    0.56874088 0.57034229 3.16550656 0.43405855
 1.00795926 0.79230196 3.72704536 0.7871451 ]",2.135 ± 2.292,2.1351896066750236,0.9001306124275938,2.2918412888239064,0.6245429966467391,2.9099949221333103,"[0.49081787 0.18968704 0.07191276 0.02360329 0.16463813 0.03061796
 0.21745916 0.18665239 0.1628651  0.08950894]",0.163 ± 0.127,0.1627762634355226,0.16375161485835965,0.1274199576503017,0.0763118060154781,0.18892837606958413,"[93.83188  72.885345  7.151189  8.099682 83.737755  2.495524 40.935715
 25.680614       nan 24.31817 ]",nan ± nan,,,,,,"[0.5030271  0.5811874  0.5280652  0.52414244 0.5147785  0.42322335
 0.59533954 0.5888296         nan 0.59572136]",nan ± nan,,,,,
sst2,8,16,basic_sst2_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,"[0.31308411 0.63785047 0.3271028  0.92056075 0.31308411 0.24299065
 0.92523364 0.80373832 0.55373832 0.92757009]",0.596 ± 0.270,0.5964953271028037,0.5957943925233644,0.2696975277700605,0.31658878504672894,0.891355140186916,"[0.59100903 0.78984769 0.63861841 1.21685815 0.62189663 0.5342042
 1.1873916  0.93802369 0.75003341 1.19014628]",0.846 ± 0.255,0.8458029095673588,0.7699405533930854,0.254719013010274,0.6260770721221546,1.125049622803239,"[0.11551516 0.07399667 0.14356328 0.31318303 0.13299262 0.13542877
 0.3044417  0.17429038 0.0712618  0.30375898]",0.177 ± 0.090,0.17684323925178286,0.1394960260368055,0.09011970353734303,0.11988452695863723,0.2713918281761251,"[14.886363 26.417273 17.310564 56.926315 17.223974 20.774782 49.861248
 37.22622  21.430979 49.94516 ]",31.200 ± 15.097,31.200287,23.924126,15.096872,18.176618576049805,46.70249080657959,"[0.50302553 0.5811871  0.528066   0.5241417  0.5147775  0.4232213
 0.5953389  0.58882844 0.5892895  0.59572136]",0.544 ± 0.053,0.54435974,0.5546266,0.05340571,0.5171185433864594,0.5891742259263992
sst2,8,16,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,"[0.32242991 0.30373832 0.39485981 0.38084112 0.38084112 0.37850467
 0.36682243 0.43224299 0.32476636 0.36915888]",0.365 ± 0.036,0.36542056074766355,0.37383177570093457,0.03646956023148667,0.33528037383177567,0.38084112149532706,"[0.62744709 0.58892706 0.60858166 0.68366391 0.66021253 0.57883731
 0.69428942 7.40539909 0.52410263 0.61183488]",1.298 ± 2.036,1.2983295597158624,0.619640987720409,2.0362619844219645,0.5938407116101128,0.6778010674846286,"[0.07037454 0.12011204 0.03688857 0.13124063 0.06574533 0.03165693
 0.14807531 0.15618546 0.02360709 0.06159159]",0.085 ± 0.047,0.08454774877114321,0.06805993503217511,0.04740965398530507,0.043064325924845194,0.12845848234674534,"[19.24814  13.966441 17.032564 25.888184 23.255804 12.768975 27.022537
       nan  3.659144 17.187567]",nan ± nan,,,,,,"[0.5066715  0.50667113 0.50492084 0.50667197 0.506671   0.504922
 0.50667095        nan 0.50492126 0.50667155]",nan ± nan,,,,,
sst2,8,16,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,"[0.31775701 0.31775701 0.31775701 0.31775701 0.31775701 0.31775701
 0.31775701 0.31775701 0.31775701 0.31775701]",0.318 ± 0.000,0.3177570093457945,0.31775700934579443,5.551115123125783e-17,0.31775700934579443,0.31775700934579443,"[0.68321071 0.68321071 0.68246029 0.68321071 0.68321071 0.68246029
 0.68321071 0.68321071 0.68246029 0.68321071]",0.683 ± 0.000,0.6829855793030768,0.6832107053367739,0.00034388569677397634,0.6826478902525313,0.6832107053367739,"[0.17495928 0.17495928 0.17700146 0.17495928 0.17495928 0.17700146
 0.17495928 0.17495928 0.17700146 0.17495928]",0.176 ± 0.001,0.17557193595393303,0.17495928088677437,0.0009358460733842881,0.17495928088677437,0.17649091855467106,"[25.839079 25.839079 26.01392  25.839079 25.839079 26.01392  25.839079
 25.839079 26.01392  25.839079]",25.892 ± 0.080,25.891531,25.839079,0.08012218,25.839078903198242,25.97020959854126,"[0.50667155 0.50667155 0.50492185 0.50667155 0.50667155 0.50492185
 0.50667155 0.50667155 0.50492185 0.50667155]",0.506 ± 0.001,0.5061466,0.50667155,0.0008018107,0.5053592771291733,0.5066715478897095
sst2,8,16,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,"[0.30373832 0.33878505 0.43925234 0.39953271 0.34813084 0.60046729
 0.36682243 0.37383178 0.31542056 0.36682243]",0.385 ± 0.081,0.3852803738317757,0.36682242990654207,0.08081174173062508,0.3411214953271028,0.393107476635514,"[0.68389496 0.68375284 0.71671802 0.70079263 0.69189789 0.76293603
 0.69475873 0.70249521 0.68163158 0.69497908]",0.701 ± 0.023,0.7013856973738573,0.6948689049560755,0.02281919282225885,0.6858956895942873,0.7020695665744332,"[0.18955617 0.16915561 0.11383097 0.12895413 0.16693706 0.06338891
 0.14831698 0.15147358 0.18226597 0.14819392]",0.146 ± 0.035,0.14620733001648373,0.14989527940809322,0.03518041524799947,0.13376407688031403,0.1686009756112437,"[25.91326  25.897816 29.55027  27.699694 26.770103 33.818245 27.071836
 27.875015 25.924067 27.094948]",27.762 ± 2.282,27.761526,27.083393,2.2818596,26.135575771331787,27.83118486404419,"[0.50667167 0.50667197 0.5049221  0.50667137 0.5066723  0.50492066
 0.50667095 0.5066708  0.50492126 0.5066711 ]",0.506 ± 0.001,0.50614643,0.506671,0.00080200075,0.5053592622280121,0.506671592593193
sst2,8,16,basic_sst2_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,"[0.31775701 0.31775701 0.31775701 0.31775701 0.31775701 0.31775701
 0.31775701 0.31775701 0.31775701 0.31775701]",0.318 ± 0.000,0.3177570093457945,0.31775700934579443,5.551115123125783e-17,0.31775700934579443,0.31775700934579443,"[0.54887082 0.61588953 0.54757467 0.64009599 0.5324129  0.62188092
 0.59354857 0.52820211 0.54964268 0.51626641]",0.569 ± 0.042,0.5694384595137716,0.5492567480748339,0.04203952763782091,0.5362033455775803,0.6103042877073803,"[0.05275    0.12635995 0.06786508 0.14482502 0.05659234 0.13373033
 0.10794966 0.05055243 0.06998587 0.02421173]",0.083 ± 0.039,0.08348224125760481,0.06892547538788149,0.03926310076630299,0.05371058468176901,0.12175737944623789,"[ 7.6877527 17.73265    7.7887306 20.843891   4.8340707 18.806753
 14.636082   4.075419   8.135598   1.8578967]",10.640 ± 6.435,10.639884,7.9621644,6.435333,5.547491192817688,16.958508491516113,"[0.5066712  0.5066722  0.5049218  0.5066713  0.50667197 0.50492156
 0.5066725  0.50667185 0.50492215 0.5066709 ]",0.506 ± 0.001,0.5061467,0.50667125,0.0008018902,0.505359336733818,0.5066719353199005
agnews,8,32,basic_agnews_0-shot_litgpt,0,lm_tinyllama,lora,affine_scalar_train_on_val,test,"[0.41385965 0.36859649 0.19122807 0.30631579 0.34842105 0.24912281
 0.22421053 0.24754386 0.2545614  0.21929825]",0.282 ± 0.070,0.2823157894736842,0.25184210526315787,0.06958421121191653,0.23004385964912283,0.33789473684210525,"[3.28742213 2.17105993 0.30984511 0.43515402 0.48863857 1.09359118
 0.35973752 0.36202487 1.53038817 1.22096019]",1.126 ± 0.930,1.1258821680047704,0.7911148715051319,0.9304792329804754,0.3803071562642891,1.4530311739352544,"[0.27555198 0.23866211 0.04209523 0.02236766 0.04416988 0.15169809
 0.06670956 0.02206678 0.15577862 0.13931115]",0.116 ± 0.086,0.11584110720319671,0.10301035451455993,0.08633896555357493,0.04261389472850832,0.15475848531137215,"[90.39948   85.72943    1.6624328 22.624887  31.838802  71.79819
  7.7952733 12.947854  80.46907   73.675766 ]",47.894 ± 33.761,47.894123,51.818497,33.761333,15.367112398147583,78.77074432373047,"[0.3156093  0.3098226  0.30469406 0.3367008  0.3330618  0.30841246
 0.33169493 0.31515032 0.29889894 0.3214083 ]",0.318 ± 0.012,0.31754535,0.3153798,0.012199199,0.3087649941444397,0.32912327349185944
agnews,8,32,basic_agnews_0-shot_litgpt,0,lm_tinyllama,lora,no_calibration,test,"[0.38508772 0.34245614 0.22596491 0.52280702 0.44280702 0.29
 0.27701754 0.26105263 0.28684211 0.24614035]",0.328 ± 0.091,0.32801754385964915,0.2884210526315789,0.09051502887613143,0.2650438596491228,0.3744298245614035,"[0.48126073 0.45671157 0.34586306 0.75053705 0.54899942 0.40911348
 0.39468554 0.38126311 0.41066646 0.37431934]",0.455 ± 0.113,0.4553419763053815,0.409889971720073,0.11332945837913379,0.3846187200584495,0.47512343992045913,"[0.03589234 0.04073531 0.02539582 0.23479543 0.07206138 0.03489794
 0.02938824 0.03326322 0.04177634 0.07051407]",0.062 ± 0.060,0.06187200951294891,0.038313823648597575,0.05961403151114964,0.03367190239124666,0.0633296384840056,"[34.42034   32.16232   11.9032135 55.138676  39.332928  24.614513
 15.959703  17.34038   27.216206  14.135307 ]",27.222 ± 12.804,27.22236,25.91536,12.8041,16.304872512817383,33.855835914611816,"[0.31560907 0.30982247 0.30469415 0.33670077 0.33306178 0.3084121
 0.33169484 0.3151506  0.29889858 0.32140812]",0.318 ± 0.012,0.31754524,0.31537983,0.012199253,0.3087646961212158,0.3291231617331505
agnews,8,32,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,affine_scalar,test,"[0.30719298 0.32368421 0.29070175 0.33298246 0.37859649 0.28438596
 0.29070175 0.31438596 0.31807018 0.30719298]",0.315 ± 0.026,0.31478947368421056,0.3107894736842105,0.02587003171798531,0.29482456140350877,0.32228070175438595,"[0.44713614 0.44195061 0.41692071 0.46199697 0.51086434 0.46335404
 0.41263154 0.45535152 0.4697309  0.42664933]",0.451 ± 0.027,0.4506586083222247,0.45124382974220306,0.027475853541350258,0.4304746463315269,0.46301476942664527,"[0.09261992 0.02850307 0.04948536 0.06045013 0.07029857 0.09106357
 0.02801851 0.03070745 0.0671962  0.02734823]",0.055 ± 0.024,0.05456910016754139,0.05496774498863702,0.02437565958392399,0.029054160519514396,0.06952297584933978,"[12.956974  11.825177   6.531541  15.651168  23.719685  15.898153
  5.5600514 14.527339  17.039955   8.662896 ]",13.237 ± 5.156,13.237294,13.742157,5.155743,9.453466415405273,15.836406946182251,"[0.38920078 0.38968906 0.38968927 0.3896889  0.38968882 0.38968915
 0.38968897 0.389201   0.38968888 0.38968903]",0.390 ± 0.000,0.3895914,0.38968894,0.00019525146,0.3896888345479965,0.38968905061483383
agnews,8,32,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,no_calibration,test,"[0.41017544 0.41052632 0.41052632 0.41052632 0.41052632 0.41052632
 0.41052632 0.41017544 0.41052632 0.41052632]",0.410 ± 0.000,0.4104561403508772,0.4105263157894737,0.000140350877192974,0.4105263157894737,0.4105263157894737,"[0.98978406 0.99113702 0.99113702 0.99113702 0.99113702 0.99113702
 0.99113702 0.98978406 0.99113702 0.99113702]",0.991 ± 0.001,0.9908664264639764,0.9911370187883608,0.0005411846487689331,0.9911370187883608,0.9911370187883608,"[0.12465237 0.1247248  0.1247248  0.1247248  0.1247248  0.1247248
 0.1247248  0.12465237 0.1247248  0.1247248 ]",0.125 ± 0.000,0.12471031139338691,0.1247247960286399,2.8969270505996292e-05,0.1247247960286399,0.1247247960286399,"[60.678204 60.682625 60.682625 60.682625 60.682625 60.682625 60.682625
 60.678204 60.682625 60.682625]",60.682 ± 0.002,60.68174,60.682625,0.0017684938,60.68262481689453,60.68262481689453,"[0.38920078 0.38968897 0.38968897 0.38968897 0.38968897 0.38968897
 0.38968897 0.38920078 0.38968897 0.38968897]",0.390 ± 0.000,0.38959134,0.38968897,0.00019527673,0.38968896865844727,0.38968896865844727
agnews,8,32,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,bias_only,test,"[0.28877193 0.31       0.28807018 0.37508772 0.38964912 0.29245614
 0.28649123 0.30701754 0.3054386  0.30052632]",0.314 ± 0.035,0.3143508771929825,0.3029824561403509,0.03507498014356397,0.28969298245614034,0.3092543859649123,"[0.4189325  0.43997645 0.41671953 0.49635611 0.50964792 0.4253989
 0.41336005 0.44306919 0.43606135 0.43064501]",0.443 ± 0.032,0.4430167006515804,0.4333531811761261,0.03155469415203976,0.4205491009835408,0.44229600731121627,"[0.07668528 0.05631085 0.05930732 0.04429282 0.04991742 0.04320592
 0.05467241 0.02451696 0.03305584 0.06641833]",0.051 ± 0.015,0.05083831491263434,0.052294914543121476,0.014622415853519737,0.043477644160123036,0.05855820213237212,"[ 7.0969977 11.429563   6.4864287 21.490005  23.537617   8.394355
  5.7264447 12.157993  10.634289   9.510393 ]",11.646 ± 5.806,11.646408,10.072341,5.8063526,7.421337008476257,11.97588562965393,"[0.38920078 0.38968897 0.3896892  0.38968903 0.38968888 0.3896893
 0.38968906 0.38920072 0.38968927 0.3896889 ]",0.390 ± 0.000,0.38959143,0.389689,0.00019533193,0.3896888867020607,0.3896891698241234
agnews,8,32,basic_agnews_0-shot_litgpt,0,lm_tinyllama,no_adaptation,temp_scaling,test,"[0.41017544 0.41052632 0.41052632 0.41052632 0.41052632 0.41052632
 0.41052632 0.41017544 0.41052632 0.41052632]",0.410 ± 0.000,0.4104561403508772,0.4105263157894737,0.000140350877192974,0.4105263157894737,0.4105263157894737,"[0.7544992  0.75362232 0.77570208 0.75843846 0.75478786 0.79426499
 0.75899384 0.79957098 0.78606008 0.75634173]",0.769 ± 0.017,0.7692281539372766,0.7587161526238637,0.017114265571353367,0.7551763267612838,0.7834705792196891,"[0.17264713 0.11231585 0.22444787 0.08559703 0.17182286 0.04836326
 0.08444368 0.04565444 0.05098551 0.18020355]",0.118 ± 0.062,0.11764811852422859,0.09895644059730765,0.06153437055169321,0.059350054556829845,0.1724410596820013,"[48.415985 48.291195 49.763058 48.61955  48.371048 50.937157 48.65721
 51.323803 50.42501  48.4771  ]",49.328 ± 1.116,49.328114,48.638382,1.1164097,48.43126392364502,50.259522438049316,"[0.3892009  0.38968897 0.38968894 0.38968897 0.38968897 0.3896889
 0.38968858 0.3892007  0.38968906 0.38968912]",0.390 ± 0.000,0.3895913,0.38968897,0.00019525891,0.3896886631846428,0.38968896865844727
